CVE ID,Framework/Tool,Affected Versions,Type of Attack,Description,Severity Score,Source of CVE,Relevant Phase,Attack Vector,Mitigation,Source of Mitigation,Extracted Version
CVE-2023-25671,tensorflow,< 2.11.1,Out-of-Bounds Access (DoS),"TensorFlow has an out-of-bounds access vulnerability due to mismatched integer type sizes, fixed in TensorFlow 2.12.0 and 2.11.1.",7.5,NVD,Implementation and Testing,Unknown,Upgrade to TensorFlow 2.12.0 or 2.11.1. Implement proper type checking and validation to ensure that integer operations remain within safe bounds. Regular static analysis and dynamic testing should be conducted to detect out-of-bounds memory accesses and ensure type safety during execution.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.1
CVE-2023-25672,tensorflow,< 2.11.1,Null Pointer Dereference (DoS),TensorFlow's tf.raw_ops.LookupTableImportV2 throws a null pointer exception when it receives scalar values for the values parameter. This is fixed in TensorFlow 2.12.0 and 2.11.1.,7.5,NVD,Implementation and Testing,Unknown,"Apply the patch from TensorFlow 2.12.0 or upgrade to version 2.11.1. Input validation should ensure that scalar values are properly handled before they are passed to tf.raw_ops.LookupTableImportV2. Null pointer checks should be added during runtime, and boundary testing should include various input types.","NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.1
CVE-2023-25673,tensorflow,< 2.11.1,Floating Point Exception,TensorFlow's TensorListSplit with XLA enabled may lead to a floating point exception. This is fixed in TensorFlow 2.12.0 and 2.11.1.,7.5,NVD,Implementation and Testing,Unknown,Upgrade TensorFlow to version 2.12.0 or 2.11.1. Ensure input values are validated to prevent invalid floating-point operations. Regular fuzz and boundary testing should be used to ensure that edge cases like division by zero or invalid values do not cause floating-point exceptions or crashes.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.1
CVE-2023-25674,tensorflow,< 2.11.1,Null Pointer Dereference (DoS),TensorFlow's RandomShuffle with XLA enabled can throw a null pointer error. The issue is fixed in TensorFlow 2.12.0 and 2.11.1.,7.5,NVD,Implementation and Testing,Unknown,Upgrade to TensorFlow 2.12.0 or 2.11.1. Implement proper null pointer validation for RandomShuffle when using XLA. Add boundary and fuzz testing to the development pipeline to ensure that functions accessing pointers are adequately tested for null values or other invalid states before execution.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.1
CVE-2023-25675,tensorflow,< 2.11.1,Segmentation Fault (DoS),TensorFlow's tf.raw_ops.Bincount segfaults when the weights parameter is neither the same shape as the arr parameter nor a length-0 tensor. Fixed in TensorFlow 2.12.0 and 2.11.1.,7.5,NVD,Implementation and Testing,Unknown,Upgrade to TensorFlow 2.12.0 or 2.11.1. Ensure strict input validation to match the shape of weights and arr parameters before passing them to tf.raw_ops.Bincount. Conduct boundary testing to detect and prevent segmentation faults caused by invalid parameter lengths or shapes.,"NIST SP 800-53 Rev. 5, SI-10 (Input Validation), SA-11 (Testing and Evaluation)",2.11.1
CVE-2003-1523,vector db,<1.1.0,SQL Injection,SQL injection vulnerability in dbmail 1.1 allows remote attackers to execute arbitrary SQL commands via the login username or mailbox name.,7.5,NVD,Operation,Database Query Manipulation,Ensure input validation and use parameterized queries to prevent SQL injection attacks.,"NIST SP 800-53 Rev. 5, SI-10 (Information Input Validation); SC-7 (Boundary Protection)",1.1.0
CVE-2004-1875,vector db,< 9.1.0,Cross-Site Scripting (XSS),Multiple XSS vulnerabilities in cPanel 9.1.0-R85 allow remote attackers to inject web script or HTML via several parameters. cPanel 10 is also affected.,9.3,NVD,Operation,Unknown,Ensure input sanitization and escaping of user inputs in web forms. Upgrade to the latest secure version of cPanel.,"OWASP Top 10, NIST SP 800-53 Rev. 5, SI-10 (Information Input Validation)",9.1.0
CVE-2005-0417,vector db,<=8.1.0,Unknown Vulnerability,A high-risk vulnerability in DB2 Universal Database 8.1 and earlier with an unknown impact and vectors.,10.0,NVD,Operation,Unknown,Update to the latest version of DB2 Universal Database to ensure the vulnerability is mitigated.,"NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation)",8.1.0
CVE-2005-3437,vector db,< 10.1.0,Unspecified Vulnerability,"An unspecified vulnerability in the PL/SQL component of Oracle Database Server 9i up to 10.1.0.4, identified as DB01.",10.0,NVD,Operation,Unknown,Upgrade Oracle Database Server to the latest version or apply available patches.,"NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation)",10.1.0
CVE-2005-3438,vector db,< 10.1.0,Multiple Unspecified Vulnerabilities,"Multiple unspecified vulnerabilities in Oracle Database Server 9i up to 10.1.0.4.2 across various components, including buffer overflow and security flaws.",10.0,NVD,Operation,Unknown,Apply Oracle Database Server patches to resolve these vulnerabilities.,"NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation)",10.1.0
CVE-2005-3439,vector db,< 10.1.0,Multiple Unspecified Vulnerabilities,"Multiple unspecified vulnerabilities in Oracle Database Server 10g up to 10.1.0.4.2 affecting several components, including Data Pump Export and Spatial component.",10.0,NVD,Operation,Unknown,Apply Oracle Database Server patches to resolve these vulnerabilities.,"NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation)",10.1.0
CVE-2005-3440,vector db,< 10.1.0,Unspecified Vulnerability,An unspecified vulnerability in the Database Scheduler of Oracle Database Server 10g up to 10.1.0.3.,10.0,NVD,Operation,Unknown,Update Oracle Database Scheduler to the latest version to mitigate this issue.,"NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation)",10.1.0
CVE-2005-3441,vector db,< 9.0.1,Unspecified Vulnerability,An unspecified vulnerability in the Intelligent Agent component of Oracle Database Server 9i up to 9.0.1.5.,10.0,NVD,Operation,Unknown,Apply the latest Oracle patches to address the Intelligent Agent vulnerability.,"NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation)",9.0.1
CVE-2005-3442,vector db,< 10.1.0,Multiple Unspecified Vulnerabilities,"Multiple unspecified vulnerabilities in Oracle Database Server 8i up to 10.1.0.4.2 across Export, Materialized Views, and Security Services.",10.0,NVD,Operation,Unknown,Apply patches to the affected Oracle Database versions.,"NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation)",10.1.0
CVE-2005-3443,vector db,< 10.1.0,Unspecified Vulnerability,An unspecified vulnerability in the Spatial component of Oracle Database Server from 9i up to 10.1.0.3.,10.0,NVD,Operation,Unknown,Upgrade the Oracle Database Server Spatial component to a version that addresses this issue.,"NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation)",10.1.0
CVE-2005-3444,vector db,< 9.2.0,Multiple Unspecified Vulnerabilities,Multiple unspecified vulnerabilities in the Programmatic Interface of Oracle Database Server from 8i up to 9.2.0.5.,10.0,NVD,Operation,Unknown,Apply Oracle's recommended patches to fix these vulnerabilities.,"NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation)",9.2.0
CVE-2005-3445,vector db,< 10.1.2,Multiple Unspecified Vulnerabilities,Multiple unspecified vulnerabilities in the HTTP Server of Oracle Database Server 8i up to 10.1.0.4.2 and Application Server 1.0.2.2 up to 10.1.2.0.,10.0,NVD,Operation,Unknown,Ensure patches are applied to Oracle Database Server HTTP Server and Application Server.,"NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation)",10.1.2
CVE-2005-3446,vector db,< 10.1.2,Unspecified Vulnerability,An unspecified vulnerability in Oracle Internet Directory (9i to 9.2.0.6 and Application Server 9.0.2.3 up to 10.1.2.0) with unknown impact.,10.0,NVD,Operation,Unknown,Upgrade to the latest version or apply Oracle patches to mitigate the vulnerability.,"NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation)",10.1.2
CVE-2005-3447,vector db,< 9.0.4,Unspecified Vulnerability,Unspecified vulnerability in Oracle Single Sign-On (10g up to 10.1.0.4.2 and Application Server 9.0.2.3 up to 9.0.4.2) with unknown impact.,10.0,NVD,Operation,Unknown,Apply the latest Oracle updates for Single Sign-On components.,"NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation)",9.0.4
CVE-2005-3569,vector db,<8.2,Denial of Service (DoS),A vulnerability in the IBM DB2 Content Manager (before 8.2 Fix Pack 10 on AIX) INSO service allows attackers to crash the application using LZH files.,5.0,NVD,Operation,Unknown,Apply IBM DB2 Content Manager Fix Pack 10 or later to prevent denial of service attacks.,"NIST SP 800-53 Rev. 5, SC-5 (Denial of Service Protection); SI-2 (Flaw Remediation)",
CVE-2006-0256,vector db,< 10.1.0,Unspecified Vulnerability,"An unspecified vulnerability in the Advanced Queuing component of Oracle Database server 8.1.7.4, 9.0.1.5, 9.2.0.6, and 10.1.0.3 with unknown impact and attack vectors.",10.0,NVD,Operation,Unknown,Apply Oracle patches to the affected versions and follow Oracle's best practices for queue security management.,"NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation)",10.1.0
CVE-2006-0258,vector db,< 9.0.1,Unspecified Vulnerability,An unspecified vulnerability in the Connection Manager component of Oracle Database server 8.1.7.4 and 9.0.1.5.,10.0,NVD,Operation,Unknown,Ensure Oracle Connection Manager is patched and regularly updated. Limit network exposure and harden configurations.,"NIST SP 800-53 Rev. 5, SC-7 (Boundary Protection)",9.0.1
CVE-2006-0259,vector db,< 10.1.0,SQL Injection,"Multiple vulnerabilities in Oracle Database 10.1.0.5 involving Data Pump, Net Listener, and Oracle Text components. Some details suggest SQL injection in DBMS_DATAPUMP functions.",10.0,NVD,Operation,Database Query Manipulation,Apply patches and implement least privilege access to mitigate SQL injection risks in Data Pump and other components.,"OWASP Top 10, NIST SP 800-53 Rev. 5, SI-10 (Information Input Validation)",10.1.0
CVE-2006-0260,vector db,< 10.1.0,SQL Injection,"Multiple vulnerabilities in Oracle Database 9.2.0.7 and 10.1.0.5, including SQL injection risks in the DBMS_METADATA_UTIL package and other functions.",10.0,NVD,Operation,Database Query Manipulation,Patch affected Oracle components and apply strict access control to mitigate SQL injection in DBMS_METADATA_UTIL and related packages.,"OWASP Top 10, NIST SP 800-53 Rev. 5, SI-10 (Information Input Validation)",10.1.0
CVE-2006-0261,vector db,< 10.1.0,Unspecified Vulnerability,"Multiple vulnerabilities in Oracle 8.1.7.4, 9.0.1.5, 9.2.0.7, 10.1.0.5, including plaintext storage of the TDE wallet password in a trace file by event 10053.",10.0,NVD,Operation,Unknown,Patch Oracle components and configure proper encryption mechanisms for sensitive data like the TDE wallet password.,"NIST SP 800-53 Rev. 5, SC-12 (Cryptographic Key Establishment and Management)",10.1.0
CVE-2006-0262,vector db,< 10.1.0,Unspecified Vulnerability,"An unspecified vulnerability in the Net Foundation Layer component of Oracle Database 8.1.7.4, 9.0.1.5, 9.0.1.5 FIPS, 9.2.0.6, and 10.1.0.4.",10.0,NVD,Operation,Unknown,Update Oracle Database server and enforce strong authentication and encryption for network communications.,"NIST SP 800-53 Rev. 5, SC-8 (Transmission Confidentiality and Integrity)",10.1.0
CVE-2006-0263,vector db,< 9.2.0,SQL Injection,"Vulnerabilities in Oracle Database 8.1.7.4, 9.0.1.5, and 9.2.0.7 involving the Net Listener and Network Communications components.",10.0,NVD,Operation,Database Query Manipulation,Apply security patches and enforce least privilege to reduce SQL injection attack vectors in Oracle's network communication components.,"OWASP Top 10, NIST SP 800-53 Rev. 5, SI-10 (Information Input Validation)",9.2.0
CVE-2006-0266,vector db,< 10.1.0,Unspecified Vulnerability,"An unspecified vulnerability in Oracle's Query Optimizer component in versions 9.0.1.5, 9.2.0.7, and 10.1.0.5.",9.0,NVD,Operation,Unknown,"Upgrade Oracle's Query Optimizer to mitigate potential risks, and optimize queries with proper security in place.","NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation)",10.1.0
CVE-2006-0267,vector db,< 10.1.0,Unspecified Vulnerability,A vulnerability in Oracle's Query Optimizer component of versions 9.2.0.6 and 10.1.0.4 with unspecified impacts.,9.0,NVD,Operation,Unknown,Apply Oracle security updates and patches for the Query Optimizer component. Implement secure configurations for query handling.,"NIST SP 800-53 Rev. 5, SI-2 (Flaw Remediation)",10.1.0
CVE-2006-0268,vector db,< 10.1.0,Unspecified Vulnerability,"A vulnerability in the Security component of Oracle Database, affecting versions 9.0.1.5, 9.0.1.5 FIPS, 9.2.0.6, and 10.1.0.4, with unspecified impact.",9.0,NVD,Operation,Unknown,Patch Oracle's Security component and enforce strong authentication and authorization mechanisms to protect sensitive data.,"NIST SP 800-53 Rev. 5, IA-5 (Authenticator Management)",10.1.0
CVE-2006-0269,vector db,< 10.2.0,SQL Injection,"SQL injection vulnerability in the Streams Capture component of Oracle Database server 10.1.0.5 and 10.2.0.1, specifically in the SET_DIRECTORY_ROOT function.",5.5,NVD,Operation,Database Query Manipulation,Update to the latest versions and ensure proper input validation is implemented to mitigate SQL injection risks in Oracle Streams Capture components.,"OWASP Top 10, NIST SP 800-53 Rev. 5, SI-10 (Information Input Validation)",10.2.0
